extraction_id,rfp_id,pricing_model,volume_low,volume_base,volume_high,service_types,locales,sla_terms,commercial_terms,confidence_score
1e050dad-6d87-4677-bd3c-be846b5f9a1f,906bcccb-9c3d-4da3-9b20-4025fce3358e,PER_WORD,5194,8258,12848,"[""dubbing"", ""dtp""]","[""el-GR"", ""en-GB"", ""fi-FI""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.5, ""penalty_clause"": true, ""penalty_rate_pct"": 2.6}","{""duration_months"": 36, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.88
a02a3525-abed-4283-967d-a07bd9ba614b,78f10067-9cf4-4401-9db5-10c0ae3501bd,HYBRID,4813,7648,11097,"[""dubbing""]","[""en-GB"", ""el-GR""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 3.2}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.94
34b0ac50-41b7-41a2-8d0c-cd2ed0bcef91,677a88ab-da92-4d1e-b988-f9aa6b77bebb,TIERED,2016,3358,4473,"[""transcription""]","[""zh-TW""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 2.9}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 30}",0.88
b74c6770-4a06-4d68-979d-79b27f26cc94,c750dc5b-a273-495e-bcd6-7f395fb665c5,PER_HOUR,655,1165,1617,"[""qa_testing""]","[""nl-NL""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.5, ""penalty_clause"": true, ""penalty_rate_pct"": 4.4}","{""duration_months"": 36, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.86
761de469-93fc-46ac-bcba-b4a0a2fa27a8,406cbecf-b32d-45b7-a2f7-1c0420acf5b2,FIXED,3344976,5263599,8680125,"[""localization_engineering"", ""transcreation"", ""transcription""]","[""he-IL"", ""fi-FI"", ""ar-SA"", ""es-ES"", ""pt-PT"", ""de-DE"", ""es-MX""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 7.6}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 60}",0.89
12605bda-0a9a-4d15-801b-5f9da167ec62,691260ed-f7b4-4062-9b28-d50c71848292,TIERED,4308,6867,10773,"[""subtitling"", ""interpretation""]","[""sv-SE"", ""en-AU""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 4.1}","{""duration_months"": 36, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 60}",0.96
00bc2716-403a-4d79-86af-8fd52a80c90a,d4e7b46a-7c42-48cc-b18b-79e53b3be1b8,TIERED,33484,55930,88624,"[""localization_engineering"", ""transcription"", ""subtitling""]","[""pt-BR"", ""en-US"", ""ko-KR"", ""el-GR"", ""no-NO""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 9.4}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 45}",0.84
3498f325-1ea0-49ea-b57b-96bbb09f9232,bf79649c-ec4c-4fc2-8223-64e3a2ab58f4,HYBRID,3669,5530,9540,"[""qa_testing""]","[""pt-PT"", ""ar-AE""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 2.9}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 30}",0.86
563b333b-fa26-49cc-86fb-564c7100c331,caf126df-06e3-4c9b-a651-68f9e6fb41b6,PER_WORD,472118,876330,1406511,"[""translation""]","[""hi-IN"", ""no-NO""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 5.7}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 45}",0.96
e1733d2a-147b-4e43-ab0f-494203ff9455,1cc4259e-e05d-4567-a61e-8676f607c642,PER_HOUR,7061,10906,17396,"[""transcription""]","[""el-GR"", ""ko-KR""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.5, ""penalty_clause"": true, ""penalty_rate_pct"": 9.1}","{""duration_months"": 36, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 60}",0.89
4bea3cf1-bceb-4e72-baab-d6000483468d,8cce1e16-77a9-4c77-826d-1a3006d386c7,PER_HOUR,2962,5509,8025,"[""dubbing""]","[""pt-PT"", ""vi-VN""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 5.1}","{""duration_months"": 36, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 60}",0.91
310c6187-0c08-4284-85dd-9e27c6af7adc,eb5b97d5-4f48-4282-88ca-8ba01598ddc7,HYBRID,187,251,379,"[""interpretation""]","[""tr-TR""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 6.7}","{""duration_months"": 12, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.86
29a7e824-58c3-442d-9ce4-6a08dd9ddf52,81c0a1d1-98a3-436a-9638-178e19f2d8ae,HYBRID,194184,274480,413789,"[""proofreading""]","[""tr-TR""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 2.6}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.88
fb50da7c-7c7a-4174-980f-3b96962aade9,bb5c667d-5074-4a37-8809-4bf8cacf2835,PER_WORD,538001,752084,1250058,"[""transcreation""]","[""es-AR""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 8.5}","{""duration_months"": 36, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.87
40708adb-88e7-49a5-a402-77afd3cbf3ae,0a4e2fda-bec4-4e8d-b421-517aa4c5f738,PER_HOUR,11496,16521,28433,"[""dubbing""]","[""ko-KR"", ""pt-PT""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 7.3}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 30}",0.91
75e2b5c8-ef01-44b4-a113-edbdfcd17fa4,ba9e33fc-4c71-48af-8c8c-3648c9696084,HYBRID,4303466,7084073,11918462,"[""translation"", ""qa_testing""]","[""ar-AE"", ""th-TH"", ""en-AU"", ""es-ES"", ""tr-TR""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 9.2}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 60}",0.95
089a41cb-248b-4c1d-bcd5-db2c93f22c34,c6403602-d777-467a-810c-153f9c6adf6c,PER_WORD,1624654,2460604,3630732,"[""translation""]","[""el-GR"", ""en-IN""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 6.2}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 60}",0.86
1180ab93-2e67-4b88-9248-3d1bc52af5d9,134c24b8-c9f2-45cd-a6cf-7c537ed0a641,TIERED,6814,11203,15287,"[""subtitling""]","[""he-IL"", ""el-GR""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 7.9}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 60}",0.87
671210aa-9596-44bb-a355-8e76d7a5ecb3,8d1c2e00-db3a-485f-b277-385782402395,HYBRID,998574,1923130,3153166,"[""transcreation""]","[""de-AT""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.5, ""penalty_clause"": true, ""penalty_rate_pct"": 5.9}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 30}",0.95
fa739541-99b7-4834-89a6-240c0fb9e285,ac1542e9-edf3-4525-ba97-2080df4c4b86,RETAINER,1513,2602,3640,"[""localization_engineering""]","[""cs-CZ"", ""id-ID""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 7.5}","{""duration_months"": 36, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 45}",0.91
f50e2412-c212-4094-83a5-f2cd0cb634fe,a1bfb326-d17a-4d2c-98d1-13d5b8e2b362,RETAINER,3582,5475,8661,"[""qa_testing""]","[""es-AR"", ""en-IN"", ""tr-TR""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 5.5}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.86
c0da8833-5a25-4a71-89ba-e32461517191,9cecf167-6c60-4925-92ce-f8ebf1ce77db,TIERED,3840,7526,10848,"[""voiceover""]","[""ru-RU""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 2.0}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 45}",0.92
2d7e4803-2e29-40e2-b965-cd39a7a49f5e,29a8c034-59d2-40d3-8c5a-439da53adf05,HYBRID,380,616,910,"[""voiceover""]","[""de-AT""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 9.7}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.95
8c4faef1-6b4e-4faa-8068-c825dbf616ef,313b2805-27ea-482a-bbcf-93c1f3d8836a,FIXED,675,1025,1714,"[""dtp""]","[""ja-JP"", ""ar-AE""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 5.4}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 60}",0.88
18f6880b-8743-4e5d-9342-16a6145e5158,3aa810b9-2fd4-4174-89a7-3e88f8ad1e88,TIERED,966952,1431264,2391041,"[""transcription"", ""transcreation""]","[""fr-CA"", ""ar-SA""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 7.9}","{""duration_months"": 36, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.91
52bbb69f-f58a-4e2e-8f4a-c4d5e59d57f6,e32153e4-bc44-4d41-9dda-efb776874f89,HYBRID,1292680,1934668,3004237,"[""proofreading""]","[""ar-SA"", ""de-DE""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.5, ""penalty_clause"": true, ""penalty_rate_pct"": 9.4}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 30}",0.95
0970bb44-e95b-4c7a-a186-1a29849aa34a,e19288b7-3554-4975-bbad-b1787309a789,HYBRID,1100357,1630383,2282822,"[""transcreation""]","[""vi-VN""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 9.7}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.9
92d5b54b-ea34-4fb0-8a1e-8fe4a7fa0775,aa4b3448-b6bc-4163-9ba4-9596a6dd3b34,HYBRID,3987,6404,9820,"[""qa_testing""]","[""tr-TR"", ""en-GB"", ""he-IL"", ""no-NO""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 5.7}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 30}",0.93
463fe244-c499-490e-84da-9564260fc4d1,28399c86-2a49-4229-96d8-338c7181ac0a,TIERED,9641,16259,25659,"[""dtp"", ""transcription""]","[""pt-PT"", ""en-GB"", ""ru-RU"", ""ta-IN""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 5.9}","{""duration_months"": 36, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.86
e26fddda-9888-4707-8cd5-6ff9c00e91eb,6661181b-f6e8-4c95-bc96-0a23bc337921,PER_HOUR,15222,23849,39073,"[""transcription""]","[""fr-CA"", ""pt-BR"", ""en-GB""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 5.4}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.89
f27eb011-d73c-4b9d-89fb-76497139f249,27186044-527d-46f8-9e8e-88022ffede01,TIERED,997706,1392638,2128641,"[""proofreading""]","[""es-MX"", ""cs-CZ""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 6.7}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 45}",0.89
5c8f84fa-8dea-4e6f-be81-29891e31760e,38bf20d3-3651-4b4a-a7e5-50a20bd4a107,PER_HOUR,4487,6909,11097,"[""dubbing""]","[""en-GB""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 7.8}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.85
44a5c0c5-c4d0-4d82-98b5-282919881d5d,3e59259a-979f-40a8-8c10-4dd7bf39963a,RETAINER,509,845,1271,"[""qa_testing""]","[""ru-RU"", ""zh-CN""]",,"{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 30}",0.68
e02e9ba1-0b68-4782-9a5d-857978e66a67,44a39979-cf7c-478c-b63a-2161e7e04b11,HYBRID,1388228,2116718,3591610,"[""transcreation""]","[""nl-NL"", ""ta-IN""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.5, ""penalty_clause"": true, ""penalty_rate_pct"": 7.3}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 60}",0.86
6684bd63-f455-4d6a-98dd-b21854d04dd8,822cfb6b-5cee-4132-9ce7-a702a36e37d0,TIERED,1183314,1963328,3485460,"[""translation""]","[""it-IT""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 8.7}","{""duration_months"": 36, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 30}",0.9
bd06f8fe-13f5-4205-9008-4d2d1b4f30ca,31cf13ac-5bb0-48ef-bee6-b9cf77a54429,FIXED,8941,16608,25315,"[""dtp"", ""transcription""]","[""cs-CZ"", ""fr-FR"", ""en-US""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.5, ""penalty_clause"": true, ""penalty_rate_pct"": 8.1}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 60}",0.96
681d2a45-6d0d-46a7-9d96-4cffed503893,a511a937-b4b5-4a89-86b5-f83f7156d176,HYBRID,685,1305,1885,"[""interpretation""]","[""da-DK"", ""no-NO""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 2.3}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 60}",0.91
4a33d0e8-6446-4a3b-86bc-0b2260d4fb22,bb778c03-62bf-4b8f-86d7-3f6347aa5dcc,HYBRID,1131961,1610305,2255110,"[""translation""]","[""it-IT"", ""nl-NL""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 3.4}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 30}",0.96
83c39308-d7de-4718-99ad-1e0aa453e64e,8cd34682-6d11-4eb2-ac69-d52ba6bdb528,PER_WORD,2842967,4943867,7717171,"[""content_writing""]","[""de-DE"", ""ru-RU"", ""th-TH"", ""es-MX""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.9, ""penalty_clause"": false, ""penalty_rate_pct"": 8.6}","{""duration_months"": 36, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.87
566e345d-bbdc-41be-82b0-f6b9088252c6,ed2765b6-d139-4b40-a23e-ba7c03a10329,HYBRID,2081226,3162050,4951795,"[""translation""]","[""de-AT"", ""de-DE"", ""ru-RU""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 5.0}","{""duration_months"": 36, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.69
73fc817a-3a5a-46b7-a6ed-fbc374ef7b64,539ea832-de64-4d79-bfa5-476745918a59,PER_WORD,307,529,899,"[""dtp""]","[""zh-TW""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 8.0}","{""duration_months"": 12, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 60}",0.97
04f1a96d-55ee-4f11-bbef-c051fea8d728,03d5b111-0c92-4787-abb6-040f6c2a10e5,PER_WORD,3003765,4613936,6806262,"[""transcreation""]","[""id-ID"", ""en-CA"", ""el-GR"", ""no-NO""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 3.0}","{""duration_months"": 24, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 30}",0.86
14ab9fdc-ecc6-4d95-938c-074bc811ec4a,54466fd4-a495-43bf-9ade-81b0dcca5397,TIERED,189645,324623,555870,"[""content_writing""]","[""es-ES""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 2.6}","{""duration_months"": 24, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 60}",0.88
f1c84f00-6ee8-45d8-a0f6-ff11c5a193ca,73373317-0512-4e98-94da-fab3476ea30d,HYBRID,9628,15162,23259,"[""qa_testing"", ""interpretation""]","[""en-AU"", ""hi-IN"", ""el-GR"", ""ta-IN""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 4.2}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 45}",0.89
b6bd612b-27ae-4739-b6d8-65d483ca457b,c900681d-9679-4dfe-a12e-2d1c17433077,HYBRID,3072,5056,8163,"[""localization_engineering""]","[""ar-AE"", ""ar-SA"", ""id-ID"", ""ru-RU""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 2.7}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 30}",0.86
030c222b-60ab-4b10-a14e-f86d60b566b0,61eb2531-4fa3-4994-9654-781c9fcc08e7,PER_WORD,1934360,3319309,5552785,"[""proofreading""]","[""vi-VN"", ""zh-TW"", ""es-ES""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 4.1}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.95
a53c759a-9ca2-40df-b479-9eec595d813f,7a6bd0b7-2d6b-4c53-a1a1-a31b4cac0b8d,PER_WORD,2694963,4404936,6914811,"[""content_writing""]","[""es-MX"", ""fi-FI"", ""en-IN""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 6.8}","{""duration_months"": 36, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 30}",0.88
b8d02c78-a270-4988-8a71-49dc7edf1d34,0cd0216b-2b4d-4b8a-b68a-75fbfabee4fe,HYBRID,2580580,4199372,6537269,"[""transcription"", ""transcreation""]","[""ja-JP"", ""zh-CN"", ""el-GR"", ""en-CA""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 9.6}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 45}",0.96
14c49a30-aa9d-4e96-be25-841723d97dbd,211e0289-d359-46ab-8b14-a2da016e6e21,FIXED,3801,6863,11438,"[""dubbing""]","[""ar-AE""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 6.0}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 45}",0.96
5fefface-38b8-445b-8b27-5eff779d8528,6a76fd5d-ce68-49a6-a37a-0138f1ac30b8,RETAINER,438,801,1273,"[""localization_engineering""]","[""tr-TR"", ""ru-RU""]","{""response_time_hours"": 24, ""uptime_target_pct"": 99.5, ""penalty_clause"": false, ""penalty_rate_pct"": 6.1}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 30}",0.89
b2330464-fe0d-4d8e-bf03-69ac79b5676f,fcad77da-b45e-43d1-9616-edf0f4a36120,HYBRID,5613,8233,14619,"[""transcription""]","[""ar-SA""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.5, ""penalty_clause"": true, ""penalty_rate_pct"": 6.6}","{""duration_months"": 12, ""renewal"": ""manual"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 45}",0.94
c87b68cf-f75b-42a2-afed-14c05c606bb5,a2e9e8c1-eec8-4389-82c6-ed1dc663afde,FIXED,3162873,5418963,7983127,"[""subtitling"", ""proofreading""]","[""de-DE"", ""fi-FI"", ""nl-NL"", ""zh-CN""]","{""response_time_hours"": 4, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 7.6}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 60}",0.9
64b9db8c-98c0-4416-a413-f5d75489ca15,7ee8aa25-9875-4d97-bae0-7810d4ae685c,HYBRID,4084,6547,10200,"[""transcription""]","[""ar-SA"", ""da-DK""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.0, ""penalty_clause"": false, ""penalty_rate_pct"": 6.2}","{""duration_months"": 12, ""renewal"": ""none"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 15, ""payment_terms_days"": 45}",0.89
cc4be605-2b35-4825-909c-72c216641cfa,b0e65cc2-df37-47f9-be62-c0db2cc80800,PER_WORD,161346,215609,280895,"[""transcreation""]","[""ja-JP""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 6.3}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 20, ""payment_terms_days"": 60}",0.93
aba796ab-7c1b-4354-9ad5-a182d47b57eb,1d125fe4-ec27-4c4e-ae6a-c76261e446e4,TIERED,1418078,2158960,3019291,"[""content_writing"", ""voiceover""]","[""fi-FI"", ""fr-CA"", ""en-IN"", ""ko-KR""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 3.1}","{""duration_months"": 24, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 30}",0.87
2cde63da-629b-43db-91f6-b96a743fcc64,0881ee6c-a3be-4fea-abba-3c5a3ffe25a9,PER_HOUR,14521,21993,36525,"[""voiceover"", ""localization_engineering""]","[""it-IT"", ""sv-SE"", ""fr-FR""]","{""response_time_hours"": 48, ""uptime_target_pct"": 99.0, ""penalty_clause"": true, ""penalty_rate_pct"": 5.1}","{""duration_months"": 12, ""renewal"": ""none"", ""tax_treatment"": ""exclusive"", ""volume_tolerance_pct"": 10, ""payment_terms_days"": 45}",0.88
12885c1f-a151-4b8b-81e7-3e2c45a9fcf8,40ab8606-1b98-4bce-b295-75e2e602ac48,HYBRID,14454,21734,32706,"[""voiceover""]","[""id-ID"", ""tr-TR"", ""en-US"", ""it-IT""]","{""response_time_hours"": 8, ""uptime_target_pct"": 99.9, ""penalty_clause"": true, ""penalty_rate_pct"": 9.0}","{""duration_months"": 12, ""renewal"": ""auto"", ""tax_treatment"": ""inclusive"", ""volume_tolerance_pct"": 5, ""payment_terms_days"": 30}",0.84
